sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display,image_path,section,section_order,group_title,group_order,verified,category
CH110612,Rinse Out Leave In Deep Conditioner,'034285106126,22,Africa's Best,ABE,1,2.35,355ml,pages/chemical-upc-v3/CH110612.jpg,,,,,no,Chemical
CH122812,Originals Olive Oil Moisturizing Growth Lotion,'034285228125,30,Africa's Best,ABE,1,3.09,12oz,pages/chemical-upc-v3/CH122812.jpg,,,,,no,Chemical
CH124601-6,S Organics Olive Oil Conditioning Relaxer System Regular,'034285246013,8,Africa's Best,ABE,1,6.99,471g,pages/chemical-upc-v3/CH124601-6.jpg,,,,,no,Chemical
CH124701-6,Organics Olive Oil Conditioning Relaxer System No-Lye Super Value Pack,'034285247010,4,Africa's Best,ABE,1,6.99,,pages/chemical-upc-v3/CH124701-6.jpg,,,,,no,Chemical
CH124906,Organics Originals Olive Oil Leave-In Conditioner,'034285249069,20,Africa's Best,ABE,1,2.79,6oz,pages/chemical-upc-v3/CH124906.jpg,,,,,no,Chemical
CH125012,"Organics Olive Oil Shampoo, For All Hair Types",'034285250126,10,Africa's Best,ABE,1,3.47,12oz,pages/chemical-upc-v3/CH125012.jpg,,,,,no,Chemical
CH110212,Braid Sheen Spray With Conditioner,'034285500122,12,Africa's Best,ABE,1,2.90,12oz,pages/chemical-upc-v3/CH110212.jpg,,,,,no,Chemical
CH111508,Ultimate Herbal Oil,'034285504120,42,Africa's Best,ABE,1,2.99,12oz,pages/chemical-upc-v3/CH111508.jpg,,,,,no,Chemical
CH111012,"Instant Oil Moisturizer, Green",'034285508128,40,Africa's Best,ABE,1,2.11,12oz,pages/chemical-upc-v3/CH111012.jpg,,,,,no,Chemical
CH110412,Instant Detangling Conditioner,'034285521127,18,Africa's Best,ABE,1,2.19,12oz,pages/chemical-upc-v3/CH110412.jpg,,,,,no,Chemical
CH111201,"Relaxer System, No Lye, Herbal Intensive, Dual Conditioning, Regular",'034285530006,7,Africa's Best,ABE,1,4.09,299g,pages/chemical-upc-v3/CH111201.jpg,,,,,no,Chemical
CH111301,"No Lye Relaxer System, Dual Conditioning, Super, Herbal Intensive",'034285531003,3,Africa's Best,ABE,1,4.09,,pages/chemical-upc-v3/CH111301.jpg,,,,,no,Chemical
CH120208,Organics Carrot Oil Cream,'034285535087,41,Africa's Best,ABE,1,2.69,7.5oz,pages/chemical-upc-v3/CH120208.jpg,,,,,no,Chemical
CH120604,Hair Therapy Organics Fertilizer,'034285536046,33,Africa's Best,ABE,1,2.99,,pages/chemical-upc-v3/CH120604.jpg,,,,,no,Chemical
CH120306,Originals Organics Carrot Tea Tree Oil Therapy,'034285537067,31,Africa's Best,ABE,1,2.76,6oz,pages/chemical-upc-v3/CH120306.jpg,,,,,no,Chemical
CH120804,Organics Herbal Tea Tree Gro,'034285538040,27,Africa's Best,ABE,1,2.79,4oz,pages/chemical-upc-v3/CH120804.jpg,,,,,no,Chemical
CH121501,Originals Olive Oil Conditioning Relaxer System [Regular],'034285540005,5,Africa's Best,ABE,1,5.25,,pages/chemical-upc-v3/CH121501.jpg,,,,,no,Chemical
CH121601,Originals Olive Oil Conditioning Relaxer System Super,'034285541002,6,Africa's Best,ABE,1,5.25,488g,pages/chemical-upc-v3/CH121601.jpg,,,,,no,Chemical
CH121206,Originals Olive & Clove Oil Therapy,'034285543068,29,Africa's Best,ABE,1,2.95,170g,pages/chemical-upc-v3/CH121206.jpg,,,,,no,Chemical
CH121006,Originals Liquid Hair Mayonnaise Leave-In Conditioner,'034285545062,21,Africa's Best,ABE,1,2.79,6oz,pages/chemical-upc-v3/CH121006.jpg,,,,,no,Chemical
CH155212,Ultimate Originals Cocoa & Shea Butter Body Lotion,'034285557164,46,Africa's Best,ABE,1,3.95,12oz,pages/chemical-upc-v3/CH155212.jpg,,,,,no,Chemical
CH151004,Kids Originals Soft Hold Styling Pomade,'034285566043,44,Africa's Best,ABE,1,3.09,4oz,pages/chemical-upc-v3/CH151004.jpg,,,,,no,Chemical
CH110812B,Shampoo Moisturizer W/cond,'10812,11,Africa's Best,ABE,1,,,,,,,,no,Chemical
CH155112,Moist Body Gloss,'034285559083,47,Africa's Best,ABE,1,3.47,12oz,pages/chemical-upc-v3/CH155112.jpg,,,,,yes,Chemical
CH15590424-6,Ultimate Originals Therapy Stimulating Growth Oil,'034285559045,37,Africa's Best,ABE,1,3.09,4oz (8/24/cs),pages/chemical-upc-v3/CH15590424-6.jpg,,,,,yes,Chemical
CH15600424-6,Ultimate Originals Therapy Jamaican Black Castor Stimulating Growth Oil,'034285560041,36,Africa's Best,ABE,1,2.99,4oz (8/24/cs),pages/chemical-upc-v3/CH15600424-6.jpg,,,,,yes,Chemical
CH15550424-6,Ultimate Organic Therapy Coconut Oil Stimulating Growth,'034285555047,35,Africa's Best,ABE,1,3.09,4oz (8/24/cs),pages/chemical-upc-v3/CH15550424-6.jpg,,,,,yes,Chemical
CH15560424-6,Ultimate Originals Therapy Stimulating Growth Oil,'034285556044,38,Africa's Best,ABE,1,3.09,4oz (8/24/cs),pages/chemical-upc-v3/CH15560424-6.jpg,,,,,yes,Chemical
CH15570424-6,Originals Ultimate X-virgin Olive Oil Stimulate Growth,'034285557041,32,Africa's Best,ABE,1,3.09,4oz (8/24/cs),pages/chemical-upc-v3/CH15570424-6.jpg,,,,,yes,Chemical
CH111405,Super Gro Hair & Scalp Conditioner,'034285502058,15,Africa's Best,ABE,1,2.99,5.25oz (12/cs),pages/chemical-upc-v3/CH111405.jpg,,,,,yes,Chemical
CH112006,Triple Repair Oil Moisturizer Miracle Cream,'034285120061,34,Africa's Best,ABE,1,2.22,6oz (12/cs),pages/chemical-upc-v3/CH112006.jpg,,,,,yes,Chemical
CH110305,Castor Oil Hair Scalp Conditioner,'034285523053,13,Africa's Best,ABE,1,2.22,5.25oz (12/cs),pages/chemical-upc-v3/CH110305.jpg,,,,,yes,Chemical
CH110705,Super Gro Hair & Scalp Conditioner Maximum Strength,'034285502041,16,Africa's Best,ABE,1,2.99,5.25oz (12/cs),pages/chemical-upc-v3/CH110705.jpg,,,,,yes,Chemical
CH110505,Herbal Super Gro Hair & Scalp Conditioner,'034285506049,17,Africa's Best,ABE,1,2.99,5.25oz (12/cs),pages/chemical-upc-v3/CH110505.jpg,,,,,yes,Chemical
CH120415,Cholesterol Tea Tree Oil Conditioner,'034285541156,14,Africa's Best,ABE,1,3.55,15oz (25/cs),pages/chemical-upc-v3/CH120415.jpg,,,,,yes,Chemical
CH120715,Organics Hair Mayonnaise,'034285534165,28,Africa's Best,ABE,1,3.69,15oz (12/cs),pages/chemical-upc-v3/CH120715.jpg,,,,,yes,Chemical
CH125608,Originals Olive Oil Foam Wrap Lotion,'034285256081,39,Africa's Best,ABE,1,4.19,8.5oz (12/cs),pages/chemical-upc-v3/CH125608.jpg,,,,,yes,Chemical
CH155412,Ultimate Originals Olive Oil Moisturizing Body Lotion,'034285554125,43,Africa's Best,ABE,1,3.66,16oz (12/cs),pages/chemical-upc-v3/CH155412.jpg,,,,,yes,Chemical
CH150801,Kids Originals Olive Oil Natural Conditioning Relaxer System Regular,'034285561000,2,Africa's Best,ABE,1,5.25,(12/cs),pages/chemical-upc-v3/CH150801.jpg,,,,,yes,Chemical
CH150701,Kids Organics By Organic Conditioning Relaxer System 2 App Kit,'034285562007,1,Africa's Best,ABE,1,4.69,(12/cs),pages/chemical-upc-v3/CH150701.jpg,,,,,yes,Chemical
CH151112,Kids Organics Ultimate Moisture Shea Butter Conditioning Shampoo,'034285569129,9,Africa's Best,ABE,1,2.74,12oz (12/cs),pages/chemical-upc-v3/CH151112.jpg,,,,,yes,Chemical
CH150902,Kids Organics Shea Butter Moisturizing Hair Lotion,'034285567125,45,Africa's Best,ABE,1,3.39,12oz (12/cs),pages/chemical-upc-v3/CH150902.jpg,,,,,yes,Chemical
CH152708,Kids Originals Protein Plus Growth Oil Remedy,'034285527082,26,Africa's Best,ABE,1,2.80,8oz,pages/chemical-upc-v3/CH152708.jpg,,,,,yes,Chemical
CH152612,Kids Originals 2-N-1 Natural Conditioning Detangler,'034285526122,25,Africa's Best,ABE,1,3.39,12oz (12/cs),pages/chemical-upc-v3/CH152612.jpg,,,,,yes,Chemical
CH150415,Kids Originals Hair Nutrition Protein Enriched Conditioner,'034285565152,19,Africa's Best,ABE,1,3.17,15oz (12/cs),pages/chemical-upc-v3/CH150415.jpg,,,,,yes,Chemical
CH150307,Kids Organics Protein & Vitamin Fortified Healthy Hair & Scalp Remedy,'034285564070,23,Africa's Best,ABE,1,3.17,7.5oz (12/cs),pages/chemical-upc-v3/CH150307.jpg,,,,,yes,Chemical
CH150207,Kids Originals By Gro Strong Triple Action Growth Stimulating Therapy,'034285570088,24,Africa's Best,ABE,1,3.54,8oz (12/cs),pages/chemical-upc-v3/CH150207.jpg,,,,,yes,Chemical
UB3404,Designing Spritz Firm Hold,'746817215854,9,African Essence,AES,2,1.85,4oz (12/cs),pages/chemical-upc-v3/UB3404.jpg,,,,,yes,Chemical
UB3604,Lite Hold Spritz #29 Disc,'746817215892,10,African Essence,AES,2,1.23,12oz,pages/chemical-upc-v3/UB3604.jpg,,,,,no,Chemical
UB2512B,Control Wig Shampoo,'746817291247,1,African Essence,AES,2,,410g,pages/chemical-upc-v3/UB2512B.jpg,,,,,no,Chemical
UB3504,Designing Spritz Extreme Hold,'746817215847,8,African Essence,AES,2,1.85,4oz (12/cs),pages/chemical-upc-v3/UB3504.jpg,,,,,yes,Chemical
UB1404,Weave Spray 6 In 1,'746817154047,12,African Essence,AES,2,2.85,4oz (12/cs),pages/chemical-upc-v3/UB1404.jpg,,,,,yes,Chemical
UB1412,Weave 6 In 1 Spray,'746817152111,11,African Essence,AES,2,3.69,12oz (12/cs),pages/chemical-upc-v3/UB1412.jpg,,,,,yes,Chemical
UB8109,Neutralizing Shampoo Plus,'746817681093,2,African Essence,AES,2,1.44,8oz (12/cs),pages/chemical-upc-v3/UB8109.jpg,,,,,yes,Chemical
UB1207,Control Wig Spray 3 In 1,'746817312041,6,African Essence,AES,2,2.19,4oz (12/cs),pages/chemical-upc-v3/UB1207.jpg,,,,,yes,Chemical
UB1312,Control Wig Spray 3 In 1 Formula For Human & Synthetic Hair,'746817312089,7,African Essence,AES,2,3.10,12oz (12/cs),pages/chemical-upc-v3/UB1312.jpg,,,,,yes,Chemical
UB2512,Wig Shampoo,'046817291248,3,African Essence,AES,2,3.29,12oz (12/cs),pages/chemical-upc-v3/UB2512.jpg,,,,,yes,Chemical
UB1012,Braid Sheen Spray,'746817152036,5,African Essence,AES,2,2.99,12oz (12/cs),pages/chemical-upc-v3/UB1012.jpg,,,,,yes,Chemical
UB1204,Wrap Set Lotion,'746817423099,4,African Essence,AES,2,1.39,4oz (12/cs),pages/chemical-upc-v3/UB1204.jpg,,,,,yes,Chemical
AP41005,Olive Miracle Regular Deep Conditioning Anti-Breakage No-Lye Relaxer Kit Box,'802535410053,3,African Pride,APR,3,4.69,(12/cs),pages/chemical-upc-v3/AP41005.jpg,,,,,yes,Chemical
AP27426-6,Moisture Miracle Honey & Coconut Oil Nourish & Shine Shampoo,'802535118294,10,African Pride,APR,3,4.09,498g,pages/chemical-upc-v3/AP27426-6.jpg,,,,,no,Chemical
AP27425-6,Moisture Miracle Honey Chocolate & Coconut Oil Repair & Replenish Conditioner,'802535366510,16,African Pride,APR,3,4.09,,pages/chemical-upc-v3/AP27425-6.jpg,,,,,no,Chemical
AP25007-6,Black Castor Miracle Heat Protectant Spray,'802535487048,39,African Pride,APR,3,3.86,4oz,pages/chemical-upc-v3/AP25007-6.jpg,,,,,no,Chemical
AP24965,Moisture Miracle Aloe & Coconut Water Maximum Hold Edge Styling Wax,'802535488045,28,African Pride,APR,3,,,pages/chemical-upc-v3/AP24965.jpg,,,,,no,Chemical
AP41105,Olive Miracle Anti Breakage Deep Conditioning No Lye Relaxer Hair Kit Super,'802535411050,1,African Pride,APR,3,4.69,(12/cs),pages/chemical-upc-v3/AP41105.jpg,,,,,yes,Chemical
AP46600,Olive Miracle Curls & Coils Texturizer Kit,'802535466005,2,African Pride,APR,3,4.99,,pages/chemical-upc-v3/AP46600.jpg,,,,,yes,Chemical
AP40001,Olive Miracle Deep Conditioning Relaxer Kit Regular 1Touch Up,'802535400016,6,African Pride,APR,3,2.49,226g (12/cs),pages/chemical-upc-v3/AP40001.jpg,,,,,yes,Chemical
AP40101,Olive Miracle Super Deep Conditioning No-Lye Relaxer Kit,'802535401013,5,African Pride,APR,3,2.49,(12/cs),pages/chemical-upc-v3/AP40101.jpeg,,,,,yes,Chemical
AP40008-4,Olive Miracle Deep Conditioning No-Lye Relaxer – Regular Kit,'802535400047,4,African Pride,APR,3,8.59,(4/cs),pages/chemical-upc-v3/AP40008-4.jpg,,,,,yes,Chemical
AP40108-4,Olive Miracle 8 Touch-Up Relaxer Kit Super,'802535401082,7,African Pride,APR,3,8.59,180g,pages/chemical-upc-v3/AP40108-4.jpg,,,,,yes,Chemical
AP44308,Olive Miracle Maximum Strengthening Growth Oil,'802535443082,25,African Pride,APR,3,3.68,8oz (12/cs),pages/chemical-upc-v3/AP44308.jpg,,,,,yes,Chemical
AP44112,Olive Miracle Leave In Conditioner,'802535441125,17,African Pride,APR,3,3.68,12oz (12/cs),pages/chemical-upc-v3/AP44112.jpg,,,,,yes,Chemical
AP44012,"Olive Miracle Shampoo & Conditioner, 2 In 1, Anti Breakage Formula",'802535440128,11,African Pride,APR,3,3.70,,pages/chemical-upc-v3/AP44012.jpg,,,,,yes,Chemical
AP43508,Olive Miracle Magical Growth Sheen Spray,'802535435087,24,African Pride,APR,3,3.80,8oz (12/cs),pages/chemical-upc-v3/AP43508.jpg,,,,,yes,Chemical
AP43903,Olive Miracle Silky Smooth Edges Hair Gel,'802535439030,31,African Pride,APR,3,2.51,2.5oz (12/cs),pages/chemical-upc-v3/AP43903.jpg,,,,,yes,Chemical
AP44212,Olive Miracle Moisturizer Lotion-Max #32B,'802535442160,44,African Pride,APR,3,3.68,12oz (12/cs),pages/chemical-upc-v3/AP44212.jpg,,,,,yes,Chemical
AP43812,Olive Miracle Braid Sheen Spray,'802535438125,41,African Pride,APR,3,4.23,12oz (12/cs),pages/chemical-upc-v3/AP43812.jpg,,,,,yes,Chemical
AP43415,Olive Miracle Leave-In Conditioner,'802535434127,18,African Pride,APR,3,3.68,15oz (12/cs),pages/chemical-upc-v3/AP43415.jpg,,,,,yes,Chemical
AP45401-8,Olive Miracle Deep Conditioning Treatment,'802535454019,23,African Pride,APR,3,0.84,1.5oz,pages/chemical-upc-v3/AP45401-8.jpg,,,,,yes,Chemical
AP277465-6,Olive Miracle Moisture Restore Curl Refresher,'802535277465,37,African Pride,APR,3,3.99,12oz (12/cs),pages/chemical-upc-v3/AP277465-6.jpg,,,,,yes,Chemical
AP955578-6,Olive Miracle Non-Flaking Foam Setting Mousse,'802535955578,33,African Pride,APR,3,4.25,8.5oz (12/cs),pages/chemical-upc-v3/AP955578-6.jpg,,,,,yes,Chemical
AP683006-6,Olive Miracle Heat Protection & Shine Mist,'802535683006,42,African Pride,APR,3,3.99,4oz (12/cs),pages/chemical-upc-v3/AP683006-6.jpg,,,,,yes,Chemical
AP43712,Braid Sheen Spray Extra Shine,'802535437128,38,African Pride,APR,3,4.23,12oz (12/cs),pages/chemical-upc-v3/AP43712.webp,,,,,yes,Chemical
AP23540-6,Moisture Miracle Coconut & Baobab Oil Leave In Cream,'802535157156,15,African Pride,APR,3,4.09,15oz (8/cs),pages/chemical-upc-v3/AP23540-6.jpg,,,,,yes,Chemical
AP23544-6,"Moisture Miracle Castor, Grapeseed, Argan, Coconut & Olive 5 Essential Oils",'802535161047,47,African Pride,APR,3,4.09,4oz (6/cs),pages/chemical-upc-v3/AP23544-6.jpg,,,,,yes,Chemical
AP23537-6,Moisture Miracle Aloe & Coconut Water Pre-Shampoo,'802535154124,9,African Pride,APR,3,4.09,12oz (6/cs),pages/chemical-upc-v3/AP23537-6.jpg,,,,,yes,Chemical
AP23573-6,Moisture Coconut Milk & Honey Leave In Conditioner Spray,'802535160088,14,African Pride,APR,3,4.09,8oz (6/cs),pages/chemical-upc-v3/AP23573-6.jpg,,,,,yes,Chemical
AP23543-6,Moisture Miracle Moroccan Clay Detox Heat Activated Masque,'802535158122,22,African Pride,APR,3,4.09,12oz (6/cs),pages/chemical-upc-v3/AP23543-6.jpg,,,,,yes,Chemical
AP23541-6,Moisture Miracle Shea Butter And Flaxseed Oil Curling Cream,'802535159129,36,African Pride,APR,3,4.09,12oz (6/cs),pages/chemical-upc-v3/AP23541-6.jpg,,,,,yes,Chemical
AP27737-6,Moisture Miracle Aloe & Coconut Water Hydrate & Hold Curl Defining Gel,'802535442467,29,African Pride,APR,3,3.84,18oz (8/cs),pages/chemical-upc-v3/AP27737-6.jpg,,,,,yes,Chemical
AP24967-6,Moisture Miracle Flaxseed Oil & Shea Butter Curl Defining Gel N' Cream,'802535489042,30,African Pride,APR,3,4.09,6oz (6/cs),pages/chemical-upc-v3/AP24967-6.jpg,,,,,yes,Chemical
AP24966-6,Moisture Miracle Rose Water & Argan Oil Soft & Smooth Curl Mousse,'802535531321,32,African Pride,APR,3,4.19,8.5oz (6/cs),pages/chemical-upc-v3/AP24966-6.jpg,,,,,yes,Chemical
AP29985-6,Moisture Miracle Aloe & Coconut Water Hydrate & Renew Curl Milk Detangler,'802535625617,21,African Pride,APR,3,3.84,12oz (8/cs),pages/chemical-upc-v3/AP29985-6.jpg,,,,,yes,Chemical
AP25008-6,Black Castor Miracle Hair & Scalp Sealing Oil,'802535710504,34,African Pride,APR,3,3.86,6oz (6/cs),pages/chemical-upc-v3/AP25008-6.jpg,,,,,yes,Chemical
AP25012-6,Black Castor Miracle Extra Hold Braid Loc & Twist Gel,'802535100480,26,African Pride,APR,3,3.86,8oz (6/cs),pages/chemical-upc-v3/AP25012-6.jpg,,,,,yes,Chemical
AP25005,Black Castor Miracle Hold & Cover Edges,'802535777774,45,African Pride,APR,3,3.86,95g (12/cs),pages/chemical-upc-v3/AP25005.jpg,,,,,yes,Chemical
AP25011-8,Black Castor Miracle Moisture Restore Treatment,'802535150515,19,African Pride,APR,3,1.49,2oz,pages/chemical-upc-v3/AP25011-8.jpg,,,,,yes,Chemical
AP48208,Dream Kids Olive Miracle Instant Moist. Detangler #19,'802535482098,20,African Pride,APR,3,2.86,8oz (12/cs),pages/chemical-upc-v3/AP48208.jpg,,,,,yes,Chemical
AP47915,Dream Kids Olive Miracle Leave-In Conditioner,'802535479173,13,African Pride,APR,3,2.86,15oz (12/cs),pages/chemical-upc-v3/AP47915.jpg,,,,,yes,Chemical
AP47412,Dream Kids Olive Miracle Shampoo,'802535474130,8,African Pride,APR,3,2.86,12oz (12/cs),pages/chemical-upc-v3/AP47412.jpg,,,,,yes,Chemical
AP47512,Dream Kids Olive Miracle Conditioner,'802535475137,12,African Pride,APR,3,2.86,12oz (12/cs),pages/chemical-upc-v3/AP47512.jpg,,,,,yes,Chemical
AP47312,Dream Kids Olive Miracle Soothing Braid Spray,'802535473133,40,African Pride,APR,3,2.86,12oz (12/cs),pages/chemical-upc-v3/AP47312.jpg,,,,,yes,Chemical
AP47208,Dream Kids Olive Miracle Oil Moisturizer,'802535472099,35,African Pride,APR,3,2.86,8oz (12/cs),pages/chemical-upc-v3/AP47208.jpg,,,,,yes,Chemical
AP47706,Dream Kids Olive Miracle Smooth Edges Anti Frizzy Conditioning Gel,'802535477070,27,African Pride,APR,3,2.86,(12/cs),pages/chemical-upc-v3/AP47706.jpg,,,,,yes,Chemical
AP47606,Dream Kids Olive Miracle Cream Hair Strengthener,'802535476073,43,African Pride,APR,3,2.86,6oz (12/cs),pages/chemical-upc-v3/AP47606.jpg,,,,,yes,Chemical
AP47815,Dream Kids Quick Bounce Pudding Olive Miracle,'802535478152,46,African Pride,APR,3,2.86,15oz (12/cs),pages/chemical-upc-v3/AP47815.jpg,,,,,yes,Chemical
BB710,Brx Braid & Extension Sheen Spray,'032023071019,3,African Royale,ARO,4,4.97,12oz (12/cs),pages/chemical-upc-v3/BB710.jpg,,,,,yes,Chemical
BB700,Super Growth Regular,'032023070012,1,African Royale,ARO,4,4.74,,pages/chemical-upc-v3/BB700.webp,,,,,no,Chemical
BB704,Hot Six Oil,'032023070418,2,African Royale,ARO,4,5.89,8oz (12/cs),pages/chemical-upc-v3/BB704.webp,,,,,yes,Chemical
HS0017,Braid Gel Extreme Hold,'850004837214,1,AllDay Locks,ALL,5,5.60,5oz (96/cs),pages/chemical-upc-v3/HS0017.jpg,,,,,yes,Chemical
HS0049-3,Braid Gel Extreme Hold,'850019965025,4,AllDay Locks,ALL,5,29.29,,pages/chemical-upc-v3/HS0049-3.jpg,,,,,no,Chemical
HS0033-3,Lock N Twist Supreme Hold,'850019965131,13,AllDay Locks,ALL,5,29.94,,pages/chemical-upc-v3/HS0033-3.jpg,,,,,no,Chemical
HS0028,Braid Spray,'850019965452,14,AllDay Locks,ALL,5,4.57,,pages/chemical-upc-v3/HS0028.jpg,,,,,no,Chemical
HS0029,Braid Oil,'850019965469,11,AllDay Locks,ALL,5,5.60,,pages/chemical-upc-v3/HS0029.jpg,,,,,no,Chemical
HS0010,Classic Easy Care Curl Activator #28,'850071335002,12,AllDay Locks,ALL,5,5.39,7.7oz,pages/chemical-upc-v3/HS0010.jpg,,,,,no,Chemical
HS0001,Wave Finishing Hair Lotion,'850071335026,15,AllDay Locks,ALL,5,5.60,228ml,pages/chemical-upc-v3/HS0001.jpg,,,,,no,Chemical
HS0026,Braid Gel Extreme Hold,'850019965391,2,AllDay Locks,ALL,5,9.49,10oz,pages/chemical-upc-v3/HS0026.jpg,,,,,yes,Chemical
HS0027,Braid Gel Extreme Hold,'850019965421,3,AllDay Locks,ALL,5,11.50,15oz (36/cs),pages/chemical-upc-v3/HS0027.jpg,,,,,yes,Chemical
HS0031,"Lock N Twist Locking Gel, Re-Twist Supreme Hold",'850019965605,8,AllDay Locks,ALL,5,5.95,5oz,pages/chemical-upc-v3/HS0031.jpg,,,,,yes,Chemical
HS0032,Lock N Twist Gel Coiffant Supreme Hold,'850019965612,7,AllDay Locks,ALL,5,9.10,10oz (48/cs),pages/chemical-upc-v3/HS0032.jpg,,,,,yes,Chemical
HS0030,Lock N Twist Supreme Hold Gel,'850019965520,9,AllDay Locks,ALL,5,11.99,15oz (38/cs),pages/chemical-upc-v3/HS0030.jpg,,,,,yes,Chemical
HS0021,Edge Gel Coiffant Extreme Hold,'850019965629,5,AllDay Locks,ALL,5,5.79,5oz (98/cs),pages/chemical-upc-v3/HS0021.jpg,,,,,yes,Chemical
HS3718,All Day Braid Foam Control,'850004837184,10,AllDay Locks,ALL,5,6.79,8oz,pages/chemical-upc-v3/HS3718.jpg,,,,,yes,Chemical
HS0020,Edge Gel / Extreme Hold,'850019965445,6,AllDay Locks,ALL,5,8.86,10oz (12/cs),pages/chemical-upc-v3/HS0020.jpg,,,,,yes,Chemical
AM40622-24,"Regular Hold Protein Hair Styling Gel, Moisturizing, Unisex",'077312406226,1,Ampro,AMP,6,1.25,6oz (24/cs),pages/chemical-upc-v3/AM40622-24.jpg,,,,,yes,Chemical
AM41106,Shine 'n Jam Conditioning Gel Silk Edges With Olive Oil,'077312411060,23,Ampro,AMP,6,3.55,2oz,pages/chemical-upc-v3/AM41106.jpg,,,,,no,Chemical
AM41340-6,Shine 'n Jam Setting Mousse - Extra Hold,'077312413408,37,Ampro,AMP,6,3.39,,pages/chemical-upc-v3/AM41340-6.jpg,,,,,no,Chemical
AM41400-3,Shine 'n Jam Conditioning Gel Extra Hold,'077312414009,18,Ampro,AMP,6,25.79,193g,pages/chemical-upc-v3/AM41400-3.jpg,,,,,no,Chemical
AM00405,Style Regular Hold Protein Styling Gel,'077312004057,8,Ampro,AMP,6,2.05,10.5oz (12/cs),pages/chemical-upc-v3/AM00405.jpg,,,,,yes,Chemical
AM00415,Protein Styling Gel – Regular Hold,'077312004156,2,Ampro,AMP,6,2.95,15oz (12/cs),pages/chemical-upc-v3/AM00415.jpg,,,,,yes,Chemical
AM60432-6,Styl Regular Hold Protein Styling Gel,'077312604325,3,Ampro,AMP,6,4.95,32oz (8/cs),pages/chemical-upc-v3/AM60432-6.jpg,,,,,yes,Chemical
AM60480-6,Styl Protein Styling Gel Regular,'077312604806,5,Ampro,AMP,6,9.59,(8/cs),pages/chemical-upc-v3/AM60480-6.jpg,,,,,yes,Chemical
AM40840-24,"Style Protein Gel, Super Hold",'077312408404,9,Ampro,AMP,6,1.25,6oz (24/cs),pages/chemical-upc-v3/AM40840-24.jpg,,,,,yes,Chemical
AM40843,"Styling Gel, Protein, Super Hold",'077312408435,10,Ampro,AMP,6,2.05,10.5oz (12/cs),pages/chemical-upc-v3/AM40843.jpg,,,,,yes,Chemical
AM40841,Styl Protein Styling Gel Super Hold,'077312408411,6,Ampro,AMP,6,2.95,15oz (12/cs),pages/chemical-upc-v3/AM40841.jpg,,,,,yes,Chemical
AM40842-6,Styl Protein Styling Gel Super Hold,'077312408428,7,Ampro,AMP,6,4.95,32oz (6/cs),pages/chemical-upc-v3/AM40842-6.jpg,,,,,yes,Chemical
AM60481-6,Styl Super Hold Protein Styling Gel,'077312604813,4,Ampro,AMP,6,9.59,5lb (6/cs),pages/chemical-upc-v3/AM60481-6.jpg,,,,,yes,Chemical
AM40829-6,"Clear Ice Ultra Hold Styling Gel, Resistant Hair Textures",'077312408299,13,Ampro,AMP,6,1.49,8.8oz (24/cs),pages/chemical-upc-v3/AM40829-6.jpg,,,,,yes,Chemical
AM40831-6,Clear Ice Gel Firm/Flexible Hold,'077312408312,12,Ampro,AMP,6,2.06,12.27oz,pages/chemical-upc-v3/AM40831-6.jpg,,,,,yes,Chemical
AM02004-24,Marcel Curl Wax,'077312020040,14,Ampro,AMP,6,1.75,4oz (24/cs),pages/chemical-upc-v3/AM02004-24.jpg,,,,,yes,Chemical
AM02007,Marcel Wax,'077312020071,15,Ampro,AMP,6,4.29,12oz (12/cs),pages/chemical-upc-v3/AM02007.jpg,,,,,yes,Chemical
AM41065,Pre-Creme Base For Sensitive Scalp,'077312410650,41,Ampro,AMP,6,4.11,12.5oz (12/cs),pages/chemical-upc-v3/AM41065.jpg,,,,,yes,Chemical
AM40810,Honey Beez Wax Black,'077312408107,11,Ampro,AMP,6,1.99,4oz (12/cs),pages/chemical-upc-v3/AM40810.jpg,,,,,yes,Chemical
AM40811,"Hair Wax, Honey Beez, Gold",'077312408114,40,Ampro,AMP,6,1.99,4oz (12/cs),pages/chemical-upc-v3/AM40811.jpg,,,,,yes,Chemical
AM41116,Shine 'n Jam Silk Edges - Olive Oil,'077312411169,38,Ampro,AMP,6,7.79,2oz (12/cs),pages/chemical-upc-v3/AM41116.jpg,,,,,yes,Chemical
AM41070-6,Shine N Jam Conditioning Gel Regular Hold,'077312410704,16,Ampro,AMP,6,2.89,4oz (6/cs),pages/chemical-upc-v3/AM41070-6.jpg,,,,,yes,Chemical
AM41072-6,"Shine N Jam Conditioning Gel, With Honey Extract, Extra Hold",'077312410728,21,Ampro,AMP,6,2.89,(6/cs),pages/chemical-upc-v3/AM41072-6.jpg,,,,,yes,Chemical
AM41073-6,Shine 'n Jam Conditioning Gel With Honey Extract - Extra Hold,'077312410735,20,Ampro,AMP,6,5.09,8oz (6/cs),pages/chemical-upc-v3/AM41073-6.jpg,,,,,yes,Chemical
AM41103-6,Shine 'n Jam Conditioning Gel Extra Hold,'077312411039,19,Ampro,AMP,6,7.79,16oz (6/cs),pages/chemical-upc-v3/AM41103-6.jpg,,,,,yes,Chemical
