sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display
MU26700-6,Gel Loc-Lock,'074704267007,7,Murray's,MUR,22,2.94,8oz (6/cs)
MU26900-6,S Sray Unlock Quick Release Braid Spray,'074704269001,17,Murray's,MUR,22,2.94,8oz (6/cs)
MU41200,CoCoSoft Conditioner,'074704412001,3,Murray's,MUR,22,2.99,12.5oz (12/cs)
MU41000,Cocosoft Coconut Oil Conditioner & Hair Dress,'074704410007,2,Murray's,MUR,22,2.99,12.5oz (12/cs)
MU41100,CocoSoft Bergamot Conditioner & Hair Dress,'074704411004,1,Murray's,MUR,22,2.99,12.5oz (12/cs)
MU55-6,Edgewax Premium Gel With 100% Australian Beeswax,'074704271004,6,Murray's,MUR,22,3.65,4oz (6/cs)
MU57-24,Edgewax Mini,'074704271059,25,Murray's,MUR,22,1.35,0.5oz (24/cs)
MU54-6,Edge Wax Extreme Hold Premium Gel,'074704273008,5,Murray's,MUR,22,4.06,4oz (6/cs)
MU58-24,Edgewax Extrme Hold,'074704273053,24,Murray's,MUR,22,1.47,0.5oz (24/cs)
MU26200,BeesWax Natural-Loc Molding Paste,'074704262002,19,Murray's,MUR,22,3.65,6oz (6/cs)
MU59-6,"Edgewax, Caffeine",'074704274005,22,Murray's,MUR,22,4.19,4oz (6/cs)
MU60-6,Edgewax Extreme Hold With Caffeine,'074704274203,23,Murray's,MUR,22,4.75,4oz (6/cs)
MU27200-6,Beeswax Braiding Foam Firm Hold,'074704272001,9,Murray's,MUR,22,4.69,8.5oz (6/cs)
MU27500,Beeswax Curl Defining Activator,'074704275002,15,Murray's,MUR,22,3.59,12oz (12/cs)
MU27600,Beeswax Braiding Gel Firm Hold,'074704276009,4,Murray's,MUR,22,5.59,12.5oz (6/cs)
CO01100-24,Face Moisturizers Cocoa Butter Stick,'075707011000,15,CocoCare,CO,23,2.08,1oz
CO02045,Coconut,'075707020453,16,CocoCare,CO,23,0.83,0.15oz
CO03300,100 Rosemary Oil,'075707033002,11,CocoCare,CO,23,6.09,1oz
CO03500,100 Percent Tea Tree Oil All Natural,'075707035006,10,CocoCare,CO,23,6.47,1oz
CO04200,100% Vitamin E Oil,'075707042004,13,CocoCare,CO,23,6.95,1oz
CO06100,Rose Water Hydrating Facial Mist,'075707061005,14,CocoCare,CO,23,4.67,
CO09460,Natural Grapeseed Oil Hair & Skin Conditioner,'075707094607,2,CocoCare,CO,23,4.44,4oz
CO09475,100% Natural Macadamia Skin And Hair Oil,'075707094751,7,CocoCare,CO,23,4.96,4oz
CO02080,Coconut Oil 100% Natural,'075707020804,5,CocoCare,CO,23,5.04,7oz (12/cs)
CO09450,100% Natural Almond Oil For Skin And Hair,'075707094508,3,CocoCare,CO,23,4.63,4oz (12/cs)
CO09700,Natural Jojoba Oil,'075707097004,6,CocoCare,CO,23,5.65,2oz (12/cs)
CO04800,Vitamin E Antioxidant Body Oil,'075707048006,12,CocoCare,CO,23,5.83,8.5oz
CO02075,Coconut Oil,'075707020750,4,CocoCare,CO,23,3.61,4oz (12/cs)
CO09400,Castor Oil Natural Hair & Skin Conditioner,'075707094003,1,CocoCare,CO,23,4.63,4oz (12/cs)
CO09420,100% Natural Moroccan Argan Oil Liq,'075707094201,8,CocoCare,CO,23,5.95,2oz (12/cs)
CO03400,100 Percent Natural Peppermint Oil,'075707034009,9,CocoCare,CO,23,5.13,1oz (12/cs)
FN2515,Naturals Tea Tree Oil,'011313025154,23,Fantasia,FAN,24,6.53,1oz (12/cs)
FN1008,Liquid Mousse - Super Hold Spritz,'011313010082,11,Fantasia,FAN,24,1.89,2oz (48/cs)
FN4306-6,Super Hold Polisher Spritz Hair Spray,'011313012758,24,Fantasia,FAN,24,5.59,12oz
FN2250,IC Leave-In Hair & Scalp Treatment,'011313022504,4,Fantasia,FAN,24,4.92,12oz
FN503025,IC Hair Polisher Olive Moisturizing Shine Serum,'011313030257,21,Fantasia,FAN,24,5.29,178ml
FN503028-6,Olive Oil Mist Moisturizing Treatment,'011313030288,8,Fantasia,FAN,24,7.57,6oz
FN504005,Frizz Buster Serum,'011313040058,15,Fantasia,FAN,24,5.43,6oz
FN4300-6,Liquid Mousse Spritz Hair Spray Super Hold,'011313043004,12,Fantasia,FAN,24,5.59,10oz
FN4302-6,"Liquid Mousse Spritz Hair Spray, Mega Hold",'011313043028,13,Fantasia,FAN,24,5.59,10oz
FN4311-6,IC Pure Tea Silky Gel Moisturizer Activator,'011313043110,9,Fantasia,FAN,24,4.72,10oz
FN4301-6,Liquid Mousse - Firm Hold Spritz,'011313043011,10,Fantasia,FAN,24,5.59,10oz (12/cs)
FN1275,IC Super Hold Polisher Spritz Hairspray,'011313043066,26,Fantasia,FAN,24,4.69,10oz
FN4303-6,IC Hair Polisher Olive Firm Hold Spritz Hairspray,'011313043035,30,Fantasia,FAN,24,5.59,10oz (12/cs)
FN1006,IC Hair Polisher Olive Firm Hold Spritz,'011313010068,29,Fantasia,FAN,24,1.89,2oz (48/cs)
FN503020-6,IC Hair Polisher Heat Protector Straightening Spray,'011313030202,28,Fantasia,FAN,24,7.15,6oz (6/cs)
FN2208,IC Leave-In Moisturizer Hair & Scalp Treatment,'011313022085,3,Fantasia,FAN,24,4.92,12oz (12/cs)
FN4308-6,IC Pure Tea Instant Oil Moisturizer Hair Lotion,'011313043080,22,Fantasia,FAN,24,4.24,12oz (12/cs)
FN3753,IC Pure Tea Shampoo,'011313037539,1,Fantasia,FAN,24,4.28,18oz (12/cs)
FN2500,Tea Tree Naturals Shampoo,'011313025000,2,Fantasia,FAN,24,5.46,12oz (12/cs)
FN2505,Tea Tree Naturals Intensive Conditioner,'011313025055,5,Fantasia,FAN,24,6.38,12oz (12/cs)
FN1996-24,IC Fantasia Mist Aloe Hair Polisher,'011313019962,25,Fantasia,FAN,24,3.41,2oz (24/cs)
FN1997-24,IC Hair Polisher Aloe Treatment,'011313019979,7,Fantasia,FAN,24,3.41,2oz (24/cs)
FN1993-6,IC High Potency Hair Polisher - Daily Treatment,'011313019931,6,Fantasia,FAN,24,7.55,
FN4024-24,Frizz Buster Serum,'011313040249,14,Fantasia,FAN,24,3.41,2oz (24/cs)
FN3010-24,IC Hair Polisher Heat Protector Straightening Serum,'011313030103,17,Fantasia,FAN,24,3.39,2oz
FN3010-24,IC Hair Polisher Heat Protector Straightening Serum,'011313030103,18,Fantasia,FAN,24,3.39,2oz
FN503015-6,IC Hair Polisher Heat Protector Straightening Serum,'011313030158,19,Fantasia,FAN,24,7.15,6oz (12/cs)
FN3026-24,IC Hair Polisher Olive Moisturizing Shine Serum,'011313030264,20,Fantasia,FAN,24,3.41,2oz
FN1170,IC Shea Butter Sheen Spray Bonus,'011313021705,32,Fantasia,FAN,24,3.66,14oz (12/cs)
FN33030,IC Hair Polisher Olive Moisturizing Sheen Spray,'011313030301,31,Fantasia,FAN,24,3.69,14oz (12/cs)
FN3360,IC Hair Polisher Carrot Oil Sheen Spray,'011313033609,16,Fantasia,FAN,24,3.69,14oz (12/cs)
FN3021-24,IC Hair Polisher Heat Protector Spray,'011313030219,27,Fantasia,FAN,24,3.52,2oz
MA56466-36,Astringent,'666425564666,1,Cool Mist,CMI,25,1.89,4oz
MA56467,Astringent,'666425564673,2,Cool Mist,CMI,25,3.39,16oz (12/cs)
MA56468,Astringent,'666425564680,3,Cool Mist,CMI,25,4.88,32oz (12/cs)
MA56469-4,Astringent,'666425564697,4,Cool Mist,CMI,25,16.61,128oz (4/cs)
RL21930,Mango & Shea Butter Ultra Moisturising Conditioner,'075724219304,12,Creme of Nature,CON,26,3.76,12oz (12/cs)
RL21933,Acai Berry & Keratin Strengthening Shampoo,'075724219335,1,Creme of Nature,CON,26,3.45,235ml (12/cs)
RL43663,Acai Berry & Keratin Strengthening Hair Masque for Dry Damaged Hair,'075724436633,18,Creme of Nature,CON,26,3.76,12oz
RL21927,Acai Berry & Keratin Strengthening Hair Masque,'075724219274,17,Creme of Nature,CON,26,1.41,1.75oz (6/cs)
RL42801,Pure Honey Moisturizing Dry Defense Conditioner,'075724428010,16,Creme of Nature,CON,26,4.99,12oz (12/cs)
RL42803,Pure Honey Detangler Knot Away Leave in,'075724428034,15,Creme of Nature,CON,26,4.99,8oz (12/cs)
RL47319,Pure Honey Silicone-Free Lightweight Shine Mist,'075724473195,65,Creme of Nature,CON,26,5.32,4oz (12/cs)
RL00454-6,Pure Honey Smoothing & Frizz Control Hair Mask,'075724004542,24,Creme of Nature,CON,26,3.41,3.8oz (6/cs)
RL64011,Moisture Rich Hair Color Kit C11 Natural Black,'075724780118,54,Creme of Nature,CON,26,2.86,(12/cs)
RL64031,"Moisture Rich Hair Color Kit, Vivid Red",'075724640313,57,Creme of Nature,CON,26,2.86,
RL64032,Color C32 Spiced Red Kit,'075724640320,42,Creme of Nature,CON,26,2.86,135g (12/cs)
RL64040,"Moisture Rich Hair Color Kit, Light Blonde",'075724640405,53,Creme of Nature,CON,26,2.43,181g (12/cs)
RL06620,Burgundy Blaze Exotic Shine Permanent Hair Color #6.2 Kit,'75724566200,40,Creme of Nature,CON,26,5.96,181g
RL06265,Exotic Shine Hair Color 9.23 Light Golden Blonde,'075724062658,47,Creme of Nature,CON,26,5.96,94g
RL023270,Permanent Hair Colors 1 Application,'075724232709,60,Creme of Nature,CON,26,,
RL023276,"Argan Oil Exotic Shine Permanent Hair Color Kit, Intensive Red",'075724232761,35,Creme of Nature,CON,26,5.96,0.5lb
RL38978,Argan Oil Day & Night Hair & Scalp Conditioner,'075724389786,7,Creme of Nature,CON,26,3.68,4.76oz
RL06620,Burgundy Blaze Exotic Shine Permanent Hair Color #6.2 Kit,'075724566200,41,Creme of Nature,CON,26,5.96,181g
RL64041,"Moisture Rich Hair Color Kit, C41 Honey Blonde, 1 Application",'075724640412,56,Creme of Nature,CON,26,2.86,92g
RL78042,"Moisture Rich Hair Color, #C42 Light Golden Blonde",'075724780422,52,Creme of Nature,CON,26,2.86,198g
RL024566,Argan Oil Intensive Conditioning Treatment,'075724245662,20,Creme of Nature,CON,26,1.53,1.75oz
RL024440,Argan Oil From Morocco Anti-Humidity Gloss & Shine Mist,'075724244405,37,Creme of Nature,CON,26,6.93,4oz (12/cs)
RL024442,"Heat Protector Smooth & Shine Polisher, Argan Oil",'075724244429,39,Creme of Nature,CON,26,6.93,4oz (12/cs)
RL025199,"Argan Oil Shampoo, Bonus Size, Sulfate-Free",'075724007468,3,Creme of Nature,CON,26,4.85,12oz (12/cs)
RL025220,Argan Oil Moisture & Shine Shampoo,'075724252202,2,Creme of Nature,CON,26,7.72,591ml
RL025200,Argan Oil Strength & Shine Leave In Conditioner,'075724252004,10,Creme of Nature,CON,26,4.85,8.45oz (12/cs)
RL025202,Oil Intensive Conditionner Treatment,'075724007444,21,Creme of Nature,CON,26,4.89,12oz (12/cs)
RL025271,Argan Oil Intensive Conditioning Treatment,'075724252714,19,Creme of Nature,CON,26,7.72,315g (12/cs)
RL025201,Creamy Oil Moisturizing Hair Lotion,'075724252011,38,Creme of Nature,CON,26,4.85,8.45oz (12/cs)
RL024438,Argan Oil Style & Shine Foam Mousse,'075724244382,30,Creme of Nature,CON,26,4.85,7oz (12/cs)
RL025198,Oil Treatment For Hair,'075724251984,22,Creme of Nature,CON,26,7.65,3oz (12/cs)
RL71285,Argan Oil Perfect 7 7-N-1 Leave In Treatment,'075724071285,9,Creme of Nature,CON,26,6.59,4.23oz (12/cs)
RL19912,Argan Oil For Natural Hair Moisture Recovery Leave-In Curl Milk,'075724199125,8,Creme of Nature,CON,26,5.79,8oz
RL38977,Cream Moisture & Shine Curl Activator,'075724389779,61,Creme of Nature,CON,26,4.79,12oz (12/cs)
RL38979,Argan Oil Apple Cider Vinegar Clarifying Rinse,'075724389793,33,Creme of Nature,CON,26,4.04,15.5oz (12/cs)
RL39765-6,Argan Oil Perfect Edges Black Hair Gel,'075724397651,28,Creme of Nature,CON,26,4.49,2.25oz (12/cs)
RL39767,Argan Oil Heat Protector Blow Out Cream,'075724397675,36,Creme of Nature,CON,26,4.79,8.45oz (12/cs)
RL06105-6,Argan Oil Perfect Edges Firm Hold Edge Hair Gel,'075724061057,27,Creme of Nature,CON,26,4.39,2.25oz
RL21404-6,Argan Oil Perfect Edges Extra Firm Hold Edge Hair Gel,'075724214040,26,Creme of Nature,CON,26,4.49,(12/cs)
RL21934,Detangling & Conditioning Shampoo Coconut Milk,'075724219342,4,Creme of Nature,CON,26,3.45,12oz (12/cs)
RL21928,Coconut Milk Detangling & Conditioning Conditioner,'075724219281,11,Creme of Nature,CON,26,3.76,12oz (12/cs)
RL21931,Mango & Shea Butter Ultra Moisturizing Shampoo,'075724219311,5,Creme of Nature,CON,26,3.45,12oz (12/cs)
RL21932,Mango & Shea Butter Ultra Moisturizing Leave In Conditioner,'075724219328,13,Creme of Nature,CON,26,3.38,8.45oz (12/cs)
RL42800,Pure Honey Moisturizing Dry Defense Shampoo,'075724428003,6,Creme of Nature,CON,26,4.99,12oz (12/cs)
RL42812,Pure Honey Break Up Leave In Conditioner,'075724428126,14,Creme of Nature,CON,26,5.99,236.5ml
RL42807,Curl Cream For Curly Hair By Pure Honey Moisture Whip Twisting,'075724428072,62,Creme of Nature,CON,26,5.99,11.5oz (12/cs)
RL42805,Pure Honey Moisture Infusion Edge Control Hair Gel,'075724428058,29,Creme of Nature,CON,26,4.99,2.25oz (12/cs)
RL47318,Pure Honey Shrinkage Defense Curl Activator,'075724473188,64,Creme of Nature,CON,26,5.32,10.5oz (12/cs)
RL00158-6,Pure Honey Shrinkage Defense Curling Jelly,'075724001589,66,Creme of Nature,CON,26,,12oz (12/cs)
RL00233-6,"Pure Honey Defining Custard, Twist & Hold",'075724002333,63,Creme of Nature,CON,26,,11.5oz (6/cs)
RL00453-6,Pure Honey Strengthening Hair Mask,'075724004535,25,Creme of Nature,CON,26,3.41,3.8oz
RL00455-6,Pure Honey Intense Hydration Treatment Hair Mask - Yogurt,'075724004559,23,Creme of Nature,CON,26,3.41,3.8oz
RL00515,Pure Honey Moisture & Twist Curling Mousse,'075724005150,32,Creme of Nature,CON,26,5.53,7oz (12/cs)
RL00635,Hair Food Smoothing & Frizz Control Styling Mousse Avocado,'075724006355,31,Creme of Nature,CON,26,5.22,7oz (12/cs)
RL64020,"Moisture Rich Liquid Hair Color Kit, C20 Golden Brown",'075724640207,59,Creme of Nature,CON,26,2.86,155g (12/cs)
RL64021,Moisture-Rich Hair Color Kit - C21 Rich Brown,'075724640214,55,Creme of Nature,CON,26,2.86,380g (12/cs)
RL023267,Exotic Shine Hair Color Intense Black 1.0,'075724232679,48,Creme of Nature,CON,26,5.96,0.192kg (12/cs)
RL023268,"Exotic Shine Color Permanent Hair Color, Soft Black 3.0",'075724232686,49,Creme of Nature,CON,26,5.96,(12/cs)
RL023272,Exotic Shine Hair Color Red Copper 6.4,'075724232723,45,Creme of Nature,CON,26,5.96,205g
RL06286,Exotic Shine Hair Color 7.3 Medium Warm Brown,'75724062863,50,Creme of Nature,CON,26,5.96,(12/cs)
RL06286,Exotic Shine Hair Color 7.3 Medium Warm Brown,'075724062863,51,Creme of Nature,CON,26,5.96,(12/cs)
RL023269,Exotic Shine Hair Color 7.64 Bronze Copper,'075724232693,43,Creme of Nature,CON,26,5.96,13.12oz (12/cs)
RL06266,Exotic Shine Hair Color 9.2 Light Caramel Brown,'075724062665,44,Creme of Nature,CON,26,5.96,
RL06262,"Argan Oil Exotic Shine Permanent Hair Color, Honey Blonde",'075724062627,34,Creme of Nature,CON,26,5.96,(12/cs)
RL023278,Exotic Shine Hair Color 10.01 Ginger Blonde,'075724232785,46,Creme of Nature,CON,26,5.96,10.01oz (12/cs)
RL64010,"Moisture Rich Liquid Hair Color Kit, C10 Jet Black",'075724640108,58,Creme of Nature,CON,26,2.86,87g (12/cs)
CR32,"Shampoo in Haircolor, Dark & Natural, 5 Minute, Natural Black",'072790000324,1,Dark & Natural,DN,27,4.69,
CR31,Men's 5 Minute Hair Color 3 In Jet Black,'072790000317,2,Dark & Natural,DN,27,4.69,
CR522,Fade Resist Hair Color #522 Poppin' Pink,'075285222904,3,Dark & Lovely,DLO,28,4.69,0.22lb
CR421,Rich Conditioning Hair Color - 421 Viral Violet,'075285222911,22,Dark & Lovely,DLO,28,4.69,6.2oz
CR506,Fade Resist Rich Conditioning Hair Color For Vibrant Shades,'075285222928,16,Dark & Lovely,DLO,28,4.69,0.33lb
CR4800,Uplift Bleach Kit,'075285016282,29,Dark & Lovely,DLO,28,5.94,(6/cs)
CR422-6,Healthy Gloss Shea Moisture No-Lye Relaxer Kit Super,'072790004223,1,Dark & Lovely,DLO,28,6.62,(6/cs)
CR869,Go Intense Permanent Hair Color Super Black 1,'075285008690,17,Dark & Lovely,DLO,28,4.79,(12/cs)
CR870,"Go Intense Ultra Vibrant Permanent Hair Color, Original Black",'075285008706,21,Dark & Lovely,DLO,28,4.79,120g (12/cs)
CR874,Go Intense Permanent Hair Color Spicy Red 66,'075285008744,19,Dark & Lovely,DLO,28,4.79,
CR892,Go Intense Permanent Hair Color Golden Blonde 10,'075285008928,18,Dark & Lovely,DLO,28,4.79,(12/cs)
CR893,Go Intense! Ultra Vibrant Permanent Hair Color,'075285011447,20,Dark & Lovely,DLO,28,4.79,207g (12/cs)
CR875,"SoftSheen-Carson Go Intense Ultra Vibrant Color, Passion Plum 68",'075285013731,28,Dark & Lovely,DLO,28,4.79,(12/cs)
CR326,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Berry Bergundy",'075285012567,24,Dark & Lovely,DLO,28,4.69,227g
CR371,Fade Resist Permanent Hair Color 371 Jet Black,'072790003714,7,Dark & Lovely,DLO,28,4.69,(12/cs)
CR372,Fade Resist Permanent Hair Color 401 Natural Black,'072790003721,4,Dark & Lovely,DLO,28,4.69,
CR373,Fade Resist Permanent Hair Color 373 Brown Sable,'072790003738,8,Dark & Lovely,DLO,28,4.69,(12/cs)
CR374,Fade Resist Rich Conditioning Color 374Rich Auburn,'072790003745,11,Dark & Lovely,DLO,28,4.69,(12/cs)
CR376,"SoftSheen-Carson Fade Resist Rich Hair Color, 376 Red Hot Rhythm",'072790003769,23,Dark & Lovely,DLO,28,4.69,212g (12/cs)
CR377,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Sun Kissed Brown",'072790003776,26,Dark & Lovely,DLO,28,4.69,(12/cs)
CR380,"SoftSheen-Carson Fade Resist Rich Conditioning Hair Color, Chestnut Blonde",'072790003806,25,Dark & Lovely,DLO,28,4.69,(12/cs)
CR378,Fade Resist Permanent Hair Color 378 Honey Blonde,'072790003783,6,Dark & Lovely,DLO,28,4.69,(12/cs)
CR379,Fade Resist Rich Conditioning Color Golden Bronze,'072790003790,14,Dark & Lovely,DLO,28,4.69,(12/cs)
CR382,"SoftSheen-Carson Fade-Resistant Rich Conditioning Permanent Hair Color, 382 Midnight Blue",'072790003820,27,Dark & Lovely,DLO,28,4.69,(12/cs)
CR384,Fade Resist Permanent Hair Color Hi Lift 384 Light Golden Blonde,'072790003844,5,Dark & Lovely,DLO,28,4.69,(12/cs)
CR386,"Fade Resist Permanent Hair Color, 386 Brown Sugar, 1 Application",'072790003868,9,Dark & Lovely,DLO,28,4.69,226g (12/cs)
CR391,"Fade Resist Rich Conditioning Hair Color, Brown Cinnamon",'075285000281,12,Dark & Lovely,DLO,28,4.69,233g (12/cs)
CR394,Fade Resist Permanent Hair Color 394 Vivacious Red,'075285000328,10,Dark & Lovely,DLO,28,4.69,226g (12/cs)
CR396,Fade Resist Hair Color Luminous Blonde 396,'075285000267,2,Dark & Lovely,DLO,28,4.69,(12/cs)
CR362,"Fade Resist Rich Conditioning Hair Color, Crimson Moon",'075285015957,13,Dark & Lovely,DLO,28,4.69,6.2oz
CR401,Fade Resist Rich Conditioning Hair Color Hazelnut Brown,'075285015971,15,Dark & Lovely,DLO,28,4.69,250g
ST955-6B,Marcel Curling Wax,,1,Dax,DAX,29,,3.5oz (12/cs)
NP172,Moisturizing Growth Shampoo,'649010751726,2,Doo Gro,DGR,30,4.86,10oz (12/cs)
NP430,Mega Long Extreme Strengthening Hair Lotion,'649010404301,20,Doo Gro,DGR,30,5.31,
NP440,Mega Long Extreme Strengthening Detangling Spray,'649010404400,18,Doo Gro,DGR,30,4.86,
NP450,Mega Long Extreme Strengthening Hair Oil,'649010404509,16,Doo Gro,DGR,30,4.86,
NP163,Hair Vitalizer Triple Strength For Severely Damaged Hair,'649010751634,28,Doo Gro,DGR,30,4.75,4oz
NP175,Growth Repair Conditioner,'649010751757,6,Doo Gro,DGR,30,4.75,10oz
NP155B,Med Mega Thick,'679010751554,22,Doo Gro,DGR,30,,
NP170B,Shampoo Tingl Grow,,3,Doo Gro,DGR,30,,
NP105,Mega Thick Anti Thinning Conditioner,'649010751054,7,Doo Gro,DGR,30,4.99,10oz (12/cs)
NP180,Growth Leave-In Treatment,'649010751801,5,Doo Gro,DGR,30,4.75,10oz (12/cs)
NP135B,Growth Lotion Mega Thick,'649010751352,10,Doo Gro,DGR,30,,12oz (12/cs)
NP133,Triple Strength Anti-Breakage Growth Lotion,'649010751344,15,Doo Gro,DGR,30,5.63,12oz (12/cs)
NP112,Mega Thick Leave-In Strengthener,'649010751122,8,Doo Gro,DGR,30,6.09,10oz (12/cs)
NP140B,Triple Strength Anti Breakage Growth Detangler,'649010751405,14,Doo Gro,DGR,30,,10oz (12/cs)
NP120,Hair Polish Shine Mist,'649010751207,19,Doo Gro,DGR,30,5.06,4.5oz (12/cs)
NP192,"Hair Oil, Mega Thick Formula",'649010751924,17,Doo Gro,DGR,30,4.86,4.5oz (12/cs)
NP190,Stimulating Hair Growth Oil,'649010751900,13,Doo Gro,DGR,30,4.86,4.5oz (12/cs)
NP191,Anti Itch Growth Oil,'649010751917,9,Doo Gro,DGR,30,4.86,4.5oz (12/cs)
NP309,Mega Long Extreme Reconstructor Ultimate Lengthening,'649010403090,11,Doo Gro,DGR,30,6.45,16oz (12/cs)
NP350,Mega Long Hair Vitalizer,'649010403502,24,Doo Gro,DGR,30,4.75,4oz (12/cs)
NP109,Mega Thick Rebuilding Intense Repair Thickening Treatment,'649010751092,12,Doo Gro,DGR,30,5.99,18oz (12/cs)
NP155,Hair Vitalizer Mega Thick Formula,'649010751559,26,Doo Gro,DGR,30,4.75,4oz
NP167,Hair Vitalizer Anti-Itch Formula,'649010751672,25,Doo Gro,DGR,30,4.75,4oz (12/cs)
NP185,Deep Down Intense Penetrating Conditioner,'649010751856,4,Doo Gro,DGR,30,5.16,8oz (12/cs)
NP150,Hair Vitalizer Medicated Anti-Dandruff Creme Formula,'649010751504,21,Doo Gro,DGR,30,4.75,4oz (12/cs)
NP153,Medicated Hair Vitalizer Anti Dandruff Formula,'649010751535,23,Doo Gro,DGR,30,4.75,3.8oz (12/cs)
NP101,Mega Thick Anti-Thinning Formula Shampoo,'649010751016,1,Doo Gro,DGR,30,4.99,1.75oz
NP160,Hair Vitalizer Extra Light Original Formula,'649010751603,27,Doo Gro,DGR,30,4.75,4oz (12/cs)
SOD21903,"Deep Conditioning Treatment, Regular",'802535219038,1,Dr. Miracle's,DRM,31,1.08,1.75oz (12/cs)
SOD22003,Tingling Intensive Deep Conditioning Treatment - Super Strength,'897127000484,2,Dr. Miracle's,DRM,31,1.08,1.75oz (12/cs)
BTL011,Extreme Hold,'636227247906,8,Magic Collection,BTL,32,4.19,3oz (12/cs)
BTL010,Edge Effect Professional Edge Control Gel 5+ Extreme Hold,'636227244707,2,Magic Collection,BTL,32,4.19,3.38oz (12/cs)
BTL008,Coconut,'636227244745,7,Magic Collection,BTL,32,4.19,3oz (12/cs)
BTL006S,Edgeffect Edge Control Gel,'636227244752,3,Magic Collection,BTL,32,1.99,1oz (12/cs)
BTL004S,Edgeffect Edge Control Gel,'636227244714,4,Magic Collection,BTL,32,1.99,1oz (12/cs)
BTL635,Magic Fiber Hair Building Fiber,'636227126355,9,Magic Collection,BTL,32,8.34,0.97oz
BTL009,Edgeffect Edge Gel Extreme Hold Aloe/avocado/grape Seed,'636227244721,6,Magic Collection,BTL,32,4.19,100ml
BTL007S,Edgeffect Edge Control Gel,'636227244738,5,Magic Collection,BTL,32,1.99,1oz
BTL013,Edge Effect Mega Hold,'636227247982,1,Magic Collection,BTL,32,1.99,
HB577-6,Jamaican Black Castor Hair Oil,'045836005775,8,Hollywood Beauty,HBE,33,2.05,2oz (6/cs)
HB540-6,Argan Oil Hair Treatment From Morocco,'045836005409,1,Hollywood Beauty,HBE,33,5.42,3oz
HB554-6,Macadamia Oil,'045836005546,10,Hollywood Beauty,HBE,33,,2oz
HB557-6,Jamaican Black Castor Oil,'045836005577,7,Hollywood Beauty,HBE,33,2.92,88.7ml
HB571-6,Peppermint Hair Oil,'045836005713,11,Hollywood Beauty,HBE,33,2.29,2oz
HB571-6,Peppermint Hair Oil,'045836005713,12,Hollywood Beauty,HBE,33,2.29,2oz
HB590-6,"Tea Tree Hair, Skin & Scalp Treatment Premium Oil - 2 Fluid Ounce",'045836005904,3,Hollywood Beauty,HBE,33,2.29,
HB925-6,Castor Oil,'045836009254,5,Hollywood Beauty,HBE,33,,2oz
HB525-6,Olive Oil Scalp Treatment,'045836005256,2,Hollywood Beauty,HBE,33,2.05,2oz
HB550-6,Carrot Oil,'045836005508,4,Hollywood Beauty,HBE,33,2.05,2oz
HB551-6,Shea Oil,'045836005515,14,Hollywood Beauty,HBE,33,,2oz
HB552-6,Coconut Oil,'045836005522,6,Hollywood Beauty,HBE,33,2.05,2oz
HB555-6,Premium Hair & Skin Vitamin E Oil,'045836005553,13,Hollywood Beauty,HBE,33,2.05,2oz
HB576-6,Jojoba Hair Oil,'045836005768,9,Hollywood Beauty,HBE,33,2.05,2oz
SOG20501-6,No-Lye Conditioning Relaxer Gray Kit,'802535205017,3,Gentle Treatment,GTR,34,5.55,(8/cs)
SOG20300-6,Relaxer Kit Regular,'802535203013,4,Gentle Treatment,GTR,34,5.55,(6/cs)
SOG20200-6,No-Lye Conditioning Creme Relaxer Super - Twin Pack,'802535202023,2,Gentle Treatment,GTR,34,6.29,(6/cs)
SOG20100-6,No-Lye Conditioning Creme Relaxer Kit Twin Pack Regular,'802535201026,1,Gentle Treatment,GTR,34,6.29,(6/cs)
JSG56-1,Medicated Ointment For Dandruff,'310471010249,8,Glover's,GLO,35,8.65,3.5oz
JSG61-1,S - Clinical Care Shampoo,'310471061104,3,Glover's,GLO,35,4.52,
JSG63-1,Therapeutic Care Shampoo W/ Salicylic Acid #11,'310471063108,4,Glover's,GLO,35,4.52,4oz
JSG60-1,Medicated Shampoo,'310471011116,2,Glover's,GLO,35,3.99,4oz (12/cs)
JSG62-1,Conditioning Shampoo,'010471000058,1,Glover's,GLO,35,2.88,(12/cs)
JSG54-1,Medicated Ointment For Dandruff,'310471010232,7,Glover's,GLO,35,3.86,1oz (12/cs)
JSG50-1,Dandruff Control Medicine Regular Formula,'310471011437,6,Glover's,GLO,35,4.85,2.75oz (12/cs)
JSG52-1,Dandruff Control Medicine Floral Fragrance,'310471011536,5,Glover's,GLO,35,4.85,2.75oz (12/cs)
GOR31112,"Gel, Indestructible Punk Gorilla",'878971000042,2,Gorilla,GOR,36,2.49,9.52oz
GOR32608,Hair Gel Gorilla Punk Yellow,'878971000004,1,Gorilla,GOR,36,2.79,11.9oz (12/cs)
GOR30112-24,Snot Hair Gel Punk Tube (12in) Yellow,'878971000035,3,Gorilla,GOR,36,1.25,3oz (24/cs)
AV34145-24,Glued Styling Spiking Water Resistant Glue,'052336341456,2,GOT2B,GOT,37,2.05,1.25oz (24/cs)
AV33149-6,Ultra Glued Invincible Styling Hair Gel,'052336331495,3,GOT2B,GOT,37,6.79,6oz (6/cs)
